game_id,developer_id
362890,2084
544550,6097
647830,3677
647830,4238
55150,1195
247000,1932
394510,7031
349040,1218
521890,3727
418650,4532
226840,5046
200710,1416
555880,4769
555880,5059
521150,1915
400940,3374
503940,252
553310,5651
384190,1085
208580,4911
208580,3407
208580,4884
208580,7034
731490,7002
731490,6121
804490,6087
394690,391
313120,1150
240720,4906
1046030,2386
718670,4249
200510,5554
200510,4238
200510,4452
350080,5240
368070,2680
470310,1029
287450,4167
287450,3543
593600,3563
214490,2543
214490,4238
214490,4452
602700,5672
595520,2343
414870,532
840010,1458
238460,6205
337000,4223
337000,4452
337000,4238
250760,2645
436320,6087
418370,3783
418370,6650
504230,1226
527430,7443
242920,7345
44350,2250
44350,4238
226860,5694
530070,6677
438740,4562
34030,4289
34030,4238
502520,4796
984780,1926
311260,6265
311260,5600
420930,5469
285920,1438
298900,3682
221910,1721
989690,6017
2820,7117
701160,5858
701160,4379
650000,7137
702890,2796
240760,1747
204880,6782
204880,5694
804010,2728
366090,912
386940,147
331670,7410
331670,5481
654880,4003
311290,3619
311290,5303
626690,3487
305620,3139
590380,3578
246620,7164
391220,273
391220,6395
391220,4238
391220,4452
391220,5188
208650,1557
877080,729
322500,2432
447530,1853
10500,4289
10500,4238
10500,4452
760060,4542
733790,7207
208200,7137
323220,6436
252870,6800
413410,2210
413410,6650
413410,7374
588650,3471
673950,5521
357190,1861
357190,2156
437920,5695
356400,192
449800,1917
449800,2156
742300,1861
742300,2156
498240,3246
868360,6498
268400,2581
268400,1070
344240,7170
236690,4488
584400,7237
584400,1875
584400,4012
241600,6792
418180,2822
908070,1932
552440,1611
298050,668
382900,2343
310560,603
310560,4452
310560,4238
966680,2635
304650,315
829110,3677
418340,2991
283640,4009
525480,295
487000,6598
372360,727
905490,7230
530120,3221
366870,4980
366870,5481
321800,3476
351970,1125
865940,3195
245470,6525
239120,2343
1250,133
259680,2810
627270,4897
627270,7482
365450,613
321960,3532
383150,7453
512790,6147
871930,3832
374040,7234
306760,5411
496300,5858
554620,1137
554620,4238
554620,4452
846470,6062
242680,3190
386070,6197
520440,2796
1045620,1917
1045620,2156
113200,2873
624090,7136
511740,91
511740,2156
486780,1127
906790,3043
797400,2695
552700,2343
774201,4772
269190,551
232890,2134
40100,1175
564230,2210
564230,6650
604240,4483
637670,2343
312520,434
280220,6200
411960,2700
278080,1917
278080,2156
467520,2182
465240,1611
40980,2134
234140,6728
234140,4238
234140,4452
8850,2222
8850,4635
8850,3516
8850,6971
8850,4238
456750,2530
252110,3687
965480,2190
631510,3783
631510,6650
586140,2796
573490,122
675260,3246
838310,91
838310,2156
346940,3185
35450,133
835430,5584
297000,2380
306020,4338
622720,6913
745010,3423
334540,670
322520,1917
322520,2156
800270,6898
432350,6362
346010,5130
218680,3006
312750,2343
312750,7503
245620,6166
555950,2210
555950,6650
258970,7031
422900,6200
464060,4322
272270,1747
832770,5665
403190,228
789760,1920
324800,7244
343780,3839
333420,1294
766320,1747
252610,2026
252610,917
1012560,4926
1012560,5913
263280,1129
423580,2225
445190,7295
706020,4398
221040,191
587620,3783
587620,6650
333640,4458
307690,4675
307690,4238
210770,894
214630,6661
57300,3881
291860,6205
858210,4089
269210,6891
269210,2262
681280,7259
458580,404
716490,3310
239350,1
368360,2583
794800,4668
657200,3501
235460,1623
21690,191
641960,6614
954650,3746
367450,3890
538680,306
611760,346
916730,4782
213610,7301
35140,1557
35140,4238
15620,6400
15620,6814
312530,2426
405310,1891
405310,3677
405310,4238
10680,4120
223470,5673
1029630,2182
980300,2492
300550,3185
446800,6149
803600,6392
803600,5481
257510,1538
748490,306
440650,1246
673130,5153
204100,4618
368620,222
485510,1917
485510,2156
774351,3952
501080,3522
606800,6358
238010,4223
238010,4238
383980,2544
806950,7170
254700,191
600480,4186
203160,273
203160,6395
203160,4238
203160,4452
591460,3164
901735,2134
607050,3924
4920,5089
274190,2856
244430,4252
474960,1752
327030,49
396750,6030
405710,1388
201790,2892
507490,5694
507490,1901
691320,2828
424840,4033
671440,2669
245170,2003
251150,306
905450,7411
238370,5670
246840,1700
558990,3310
248820,811
816340,7335
678900,646
678900,498
304430,3664
782140,4128
248390,6705
598980,991
468240,3020
566090,1747
509580,6702
634160,6724
251470,1846
34870,2724
1057180,685
397060,6889
50300,6333
35700,4576
320430,5331
320430,5481
355790,2365
354240,1953
18500,13
330390,3089
330390,6650
330390,4167
431180,6884
431700,5665
995230,1100
351710,350
351710,1956
351710,1063
660160,4710
70600,49
547900,5558
434460,5573
735280,5790
214870,2875
269770,4278
834740,2659
228260,5694
335620,3001
1048540,2813
1063960,1635
595140,778
282440,7137
758990,5872
285740,1723
262410,3922
994730,5533
94400,7370
582550,4486
737800,7225
91700,3682
301640,4120
467660,4261
455980,3072
691830,190
677160,3701
412830,334
400580,6145
241260,2860
864060,4173
864060,3127
864060,316
864060,7518
204530,1360
458710,7335
639490,3982
476420,3503
476420,4529
476420,5622
341000,2910
336140,4394
200900,3179
200900,5481
200900,1091
403120,4668
428550,6175
70000,4853
13210,654
13210,5481
311240,2210
311240,6650
342560,690
1022780,4257
333300,5490
333300,556
333300,4811
333300,1556
333300,6588
253430,4964
359390,350
359390,819
315460,806
206440,747
233720,872
885000,5881
417290,4957
107100,2064
332310,3677
332310,1891
368370,786
222420,4487
222420,4176
234670,1218
951670,2913
951670,5481
251990,6145
322190,2728
658570,7496
572890,2180
572890,1122
572890,4891
572890,6905
646500,6978
448080,7410
448080,5481
664090,1147
589530,350
589530,819
208730,4488
324510,207
582270,4714
349790,6424
345180,6166
249130,1891
834280,6677
45760,191
251290,306
1520,5866
1062960,5
620590,2466
329430,6944
1038370,5578
678520,91
678520,2156
746930,1314
746930,5913
282900,4020
282900,6650
282900,4784
282900,6650
282900,2427
282900,6650
882140,2804
246580,6660
622770,7115
504210,3310
366250,2380
709440,7177
64000,3133
494430,4586
329130,515
388880,7427
316790,6129
415200,771
929010,69
929010,2381
239160,6395
239160,4238
361280,4551
312980,6610
257850,380
250680,5496
339340,3783
339340,6650
420,818
531680,6017
97330,5781
400910,692
400910,2044
254200,6714
876650,2693
876650,80
1076920,3348
213850,5781
416600,6792
518060,6734
288160,2530
587450,6497
587450,5913
327260,1668
620190,1387
397340,3307
397340,5913
886900,5353
631570,4707
631570,2749
477740,2210
477740,6650
331870,6847
525700,2796
525700,558
397950,4947
95400,3080
95400,7052
936190,1917
936190,2156
250260,1773
391720,123
300570,3310
314980,4324
226820,3428
226820,5481
612470,7260
200170,49
598330,2841
57690,6166
645730,869
904380,2297
580200,6955
382890,2343
994280,969
427190,191
456670,1603
35720,4576
322770,3183
249050,3196
792100,6117
200260,1557
200260,4238
622220,4548
280160,4662
398170,3202
698640,5090
824720,1656
702670,6538
298630,760
300380,6363
300380,1503
672630,7103
332200,2077
224480,5419
978960,4971
473690,1476
423230,1561
448850,3518
448850,5913
529180,3563
544390,1762
644290,3456
509250,1051
304240,3783
304240,6650
574200,1828
287630,6442
958740,2943
558420,6573
276810,3429
410710,6446
410710,3152
315660,3219
290080,2259
684410,3726
511470,6584
221540,13
506260,6392
506260,5481
595790,325
375910,5442
655730,5488
360740,97
553640,250
628770,3077
787850,3491
982270,5169
574050,2343
574050,1917
574050,2156
809890,7301
286280,6610
463270,4153
635940,3956
47800,5781
773580,1092
691160,6087
489380,4173
396900,155
400020,4176
847360,3544
1031480,6056
447290,1988
543900,1096
324570,2310
324570,4750
963490,4503
1010240,5007
571880,1641
504050,7306
442780,3867
535230,517
880380,2514
551770,7305
582560,75
453340,4117
363440,191
906120,800
385760,2110
521350,3632
521350,5913
692690,678
279940,4952
370870,2215
396710,76
661990,3227
663390,2241
24670,3219
318970,909
811870,4486
843260,2700
787740,3264
251130,6424
403430,425
250400,175
274500,1909
274500,2949
684580,6281
502820,1557
680980,649
286000,1330
243970,4589
722730,2559
635260,7361
113020,1330
644390,5331
644390,5481
520940,1034
251730,1772
425720,5256
467930,3818
24240,1259
535480,4630
461620,6978
422970,2601
523780,2980
846110,202
294860,7301
242700,4897
242700,2504
493540,2940
503350,5521
836640,3820
239070,1527
619150,2214
336440,2290
207690,7493
630610,4812
630610,3731
950740,3504
638650,4376
638650,6650
9200,7137
679750,1209
203140,733
203140,4238
483980,1867
92800,3310
296490,303
303680,1700
405820,618
405820,3152
501320,2445
501320,2868
501320,7416
501320,4834
714800,3166
605450,4305
440630,1017
278360,2437
594130,1912
67370,3516
370360,3310
321360,3904
321360,6615
32460,815
546430,149
48000,3664
568090,3121
788270,4141
1079210,2914
496620,4496
352400,2853
352400,4238
238090,4120
275100,3200
525620,5158
1016730,5030
686200,984
686200,552
552880,501
938220,78
610190,1917
610190,2156
388410,451
388410,6554
388410,5303
732430,2386
511680,4548
557600,2140
260130,350
40800,1293
246420,7335
266510,1603
676500,4448
274520,1582
571310,2728
26800,4738
451840,6097
375820,6117
252330,5761
250180,4487
250180,2380
898800,2016
513510,3293
571260,4487
571260,7374
369990,2201
369990,4716
369990,608
356040,5182
356040,2527
108710,1752
652190,6961
529590,3217
529590,1953
720250,3733
225260,6129
410850,1917
410850,2156
287290,3783
287290,6650
535520,7370
345820,2442
356570,3715
356570,1907
263760,6612
460810,1623
460810,4972
249870,3006
722230,2344
255220,2250
255220,4238
255220,4452
788690,6129
788690,5874
500260,895
633230,6539
516110,6262
736190,6124
774511,5914
774511,2108
48720,3635
425580,2530
515180,3529
493840,191
637100,3018
637100,12
323850,2422
882020,1926
237990,4022
588950,7118
421020,7225
421020,4238
421020,4452
646270,2583
639130,3585
639130,5913
636450,2270
636450,6414
512220,4837
15750,5933
427100,4499
115800,2361
406290,5331
406290,5481
108200,2503
619290,2514
345350,2343
230700,5584
206190,1199
585450,3480
288140,4686
8190,6728
394970,811
380,818
386620,2859
526140,3472
232430,6721
300,818
936180,1917
936180,2156
322110,5925
322110,7116
486310,3200
682130,6279
238430,286
238430,4892
690040,2432
430070,2011
362680,344
815780,378
590690,6087
738520,6462
846800,266
446020,888
401680,5673
310080,6254
310080,751
310080,3025
966330,4030
694090,5356
758370,333
603930,5887
237630,2442
924250,4265
841600,4638
248610,552
427700,306
716640,3630
716640,6979
716640,2731
314070,532
474210,1564
378360,1544
342190,4600
342190,441
262940,5406
585900,5279
585900,3312
585900,5159
297120,7450
233150,3190
537000,5489
253750,4083
954870,6311
471550,4576
374900,7524
227380,6371
951740,3
586200,3195
577940,6121
340580,944
751500,2328
971620,3018
674520,5571
708820,3473
629650,5772
632350,5914
632350,2108
632350,1809
298480,7170
457960,8
457960,5913
587260,306
519190,2085
495140,1218
862390,460
236090,5763
284750,392
404540,4888
331600,1917
331600,2156
303800,275
303800,7510
40700,7493
207020,1140
301650,2022
215530,7443
61700,5496
368230,5858
368230,6413
584980,7063
354740,4959
953370,3371
517780,2215
416680,371
674850,6453
674850,5913
691690,5444
487120,5761
487120,595
592030,1407
385560,6287
825630,334
282590,2368
282590,4958
512180,452
512180,896
331480,2585
293520,2512
654220,86
227780,1538
227780,4115
840720,6346
493200,75
493200,7482
312610,4487
312610,2380
204450,7453
6120,4589
579020,2016
203750,5675
871200,5543
559330,7317
205950,4250
70300,938
270450,6293
345480,7253
758190,4303
345390,804
236450,7140
236450,6650
510420,6759
431600,4129
41500,1416
405900,6392
405900,5481
314410,5897
240970,6191
537340,4564
221640,938
809440,6852
698540,289
247020,2859
838010,2710
45740,4824
208670,6601
776490,3150
552590,2906
552590,75
281640,4022
78000,4530
78000,5481
237870,850
209080,5452
303690,1700
598960,6998
261180,5651
935580,3993
445770,697
346810,6978
602770,5672
257750,6113
822930,820
21100,3268
406550,3982
753420,6637
382360,4036
382360,2299
382360,6565
382360,7030
646200,7383
646200,3239
452570,7438
812550,625
225160,7483
738530,497
738530,6650
744060,2962
429720,1650
368390,7220
449960,3406
235540,3394
648580,2210
648580,6650
648580,7374
937170,2143
977950,5374
356650,3728
360170,175
370060,2704
493490,5908
493490,6650
427250,6017
662240,299
814540,631
346470,4509
370910,4707
525680,6928
711660,7493
589780,2105
381780,4772
381780,1529
792040,7404
378720,3002
833360,3780
394310,69
41000,1538
266130,5332
266130,6217
384300,2075
384300,5913
384300,6540
287980,3597
527270,1917
527270,2156
521790,429
521790,5913
650940,5725
102600,2892
455120,1855
373390,231
352520,2414
296710,1661
494960,641
553520,3219
1037590,3210
506500,4306
201310,7117
422510,1825
422510,3737
268870,1157
252630,46
573320,3033
435530,1326
435530,764
435530,3334
1045110,1952
612720,1685
764300,2442
896160,3348
1045080,1876
469720,216
569860,301
50620,6554
71340,5675
447190,777
707300,2945
323490,5906
323490,5062
577690,3193
337340,747
313160,2013
230270,5541
550010,1272
434650,4389
865540,4815
388080,3330
388080,3607
600370,4044
288220,2171
235800,4204
530320,5395
388210,6129
474750,2637
248310,3346
258520,4110
251810,5939
866190,392
285110,3389
1013540,659
984560,3807
462770,2064
22000,85
885150,3783
885150,6650
624270,254
391730,3457
18040,2721
882790,3513
747910,7421
460630,6406
923710,3189
287580,3048
515220,7225
515220,4238
515220,4452
485460,4022
460120,350
460120,1956
462940,5478
762650,3961
629910,402
758330,6101
324160,3956
283160,7312
283160,5913
525510,3468
525510,68
733340,350
733340,819
393520,4426
886820,1917
886820,2156
416870,1723
636570,1917
636570,2156
680360,6221
427510,4107
377450,995
603850,5572
464340,4226
601810,2914
262830,1974
265210,6975
227000,5751
574090,5257
574090,5434
587000,6866
526160,5603
429620,6979
348300,4720
577480,3982
668350,3982
372930,995
406150,536
609320,2296
295790,3053
295790,257
366260,4487
366260,2380
567670,1611
416000,6073
559910,1396
322450,229
545040,4314
350640,2860
404620,5694
622460,602
306660,4796
227600,2010
227600,4238
772430,4367
311800,6755
388800,91
388800,2156
583470,3111
583470,6950
465200,3257
735580,5566
735580,4791
251110,3276
242640,2365
446600,1904
307670,930
376300,2796
464450,4683
464450,4320
497180,6007
497180,5092
366320,6118
236370,6403
389140,111
609490,4028
609490,4361
609490,2406
609490,6482
239430,1214
595430,1028
588690,5716
341150,5665
105420,2202
549860,1836
344850,4186
234630,3186
220260,2013
851950,2340
668590,4982
252030,6894
253290,4473
935880,6584
496460,4602
231160,466
231160,2117
231160,6125
231160,6176
649790,1916
223810,306
578420,2885
347720,6384
257170,4056
257170,2961
662550,2844
503620,6164
499660,4104
80310,6983
504390,1331
403180,2398
222440,4487
222440,4176
351030,6209
312780,4107
308420,5521
220780,6600
94590,3246
230070,4377
258910,5438
1078640,5227
502280,1917
502280,2156
234270,3559
376520,7078
629770,3200
323320,3990
323320,2770
237890,350
555510,1348
264160,5076
365810,3717
373930,5922
262120,3586
262120,2700
327890,872
439190,5371
522130,2052
265000,730
415880,6914
325930,4744
589510,2645
280720,4316
871420,6589
12900,4204
93200,864
602320,2419
602320,7251
602320,645
234080,1730
809540,6696
383180,7453
591750,2489
691450,1867
360940,595
360940,6190
506870,3108
366910,1105
434570,1000
657280,4445
657280,6518
1004860,3562
401710,1334
459370,72
233740,4644
601770,1439
973700,7421
604330,236
604330,6799
946010,208
304410,5749
1000080,2849
98200,2500
251630,3963
400630,2412
520600,70
821370,1501
598700,3882
506510,4285
472870,3982
410890,3982
435400,1492
435400,4268
881320,3677
881320,6603
809310,398
263020,6340
457730,337
906110,800
434000,3200
932980,2783
296970,6091
270130,3472
605990,2355
576030,693
22600,49
495050,1861
495050,5079
488920,2299
712730,3086
714080,6848
714080,5481
426790,3990
426790,2770
657090,6979
290300,3626
723270,6634
251170,4543
259550,4367
588440,6642
352220,3636
352220,5913
452060,2279
353270,350
353270,1956
353270,1063
289950,3264
544330,6478
237850,935
673600,2548
292140,2343
237930,2064
404680,1416
730050,409
542050,45
794860,3794
926180,2457
345660,1926
343860,6721
313690,2853
313690,4238
311340,7141
438640,1891
438640,3677
438640,4238
209540,3801
205990,1908
244030,2104
534550,4197
710610,2395
710610,2094
710610,3056
718650,353
339350,7221
963000,1400
963000,5463
228300,3740
375480,6566
676820,6600
405640,6759
499520,5458
543870,1218
323470,3487
301840,2772
523000,5756
523000,6650
699670,4156
224760,2638
609150,2343
609150,869
20570,6400
20570,6814
485980,5170
580710,395
580710,6830
657040,3562
888630,3802
633060,6730
359310,6506
466130,4659
532110,5032
236150,4653
266210,6984
284850,392
1033170,1932
462990,3956
418300,6869
80330,4394
475490,4703
669660,3071
337290,287
220740,3559
243950,6250
274290,2105
774551,3092
269050,3300
355980,289
638000,2058
534230,2929
275290,6610
379420,4554
379420,4708
411970,2700
463980,1047
464850,6878
554600,1651
664830,630
658780,2986
347430,6798
347430,5450
353330,926
97000,4300
503180,5644
503180,5913
375440,6982
274480,6481
210950,2246
611040,4679
608800,5452
351920,2990
295670,7240
227860,4917
758730,1698
346560,4367
284390,5238
543390,5549
555050,94
271820,5043
225420,3800
543240,5437
543240,5079
564050,4616
208520,6166
209670,1068
355820,5407
222730,6091
347830,350
347830,1956
629690,596
629690,2575
704360,5784
872820,7136
264200,2492
666100,3262
1043340,3686
285440,6390
285440,1868
724470,4418
724470,3050
724470,718
267530,4069
267530,1891
267530,4238
441830,6500
34830,2724
630030,6305
43000,2891
416790,96
371200,2286
371200,5481
865930,7467
818060,3512
208400,190
594370,4095
539330,1648
377880,4778
495110,392
371650,3078
371650,5913
218410,4931
218410,5913
668210,3702
567380,6460
812960,2647
411980,2700
488550,2956
360830,1771
405290,4009
440880,4464
55100,2219
55100,3516
595730,7261
288120,6245
945440,4843
336150,6680
524850,3658
818320,3677
818320,4238
525040,191
525040,3195
546350,6281
562230,7236
313630,5252
313630,3963
726250,328
876320,4402
896460,3921
454410,3184
245280,5150
275180,6129
422860,4681
296300,111
65400,5874
975680,4487
744190,5032
880950,3166
345090,6651
451760,5287
451760,1275
243930,6694
463700,4311
463700,3945
351940,5126
422910,6200
233290,1589
688480,1439
414190,3918
359960,4692
254460,3583
890280,4062
890280,6133
788630,377
788630,3178
788630,1099
435490,5205
269110,6045
422920,6200
49470,1317
574560,5271
785880,176
317820,7017
774091,3504
733460,5856
685680,341
265890,5749
476490,7221
257030,965
280520,6731
340000,6129
397780,7221
253840,2442
494670,5666
447120,3347
447120,625
841770,2185
402260,837
351480,5665
428880,2737
622870,712
327410,747
1049670,5859
365260,2997
995450,7061
494230,2355
464360,5327
743890,1861
743890,5079
274900,174
599750,3504
473770,6008
366690,5650
573120,1101
440420,3993
277430,4750
277430,2310
276890,1700
390520,6291
262280,1009
287840,2700
363130,1917
363130,2156
578900,178
809020,2153
603960,5107
586660,2475
476530,1997
476530,5913
587110,306
229890,5058
575970,3940
575970,5913
329050,3783
329050,6650
595770,470
821890,2756
821890,5224
339790,4259
340170,2343
307580,1208
263200,7138
499890,6257
552450,1611
98800,2774
98800,5481
241240,1282
1076640,336
233980,4153
524250,352
427470,6525
415030,5324
681240,3104
492220,5151
377360,2992
918380,7221
398850,5972
411370,4650
619880,3990
619880,2770
51060,7439
587100,306
661940,5338
457210,6107
1048560,1788
1048560,7325
268770,1627
40400,3744
40400,5913
228960,655
495560,6100
928370,5796
612570,6678
526490,3982
384110,3277
384110,7483
274980,675
1020820,6754
836450,6001
836450,3685
265950,4501
584990,1133
439340,4585
691280,6192
394130,1016
241540,6944
304530,5613
563190,2996
563190,5677
757300,1292
511540,5181
286570,7225
286570,4452
262470,2830
461840,1120
222660,5277
504130,1639
332490,577
351990,2538
226720,2308
978510,2577
428350,2580
252550,6965
277390,510
277390,5913
115100,6129
55040,2453
302710,4453
663380,5322
336130,4394
1058320,4226
684270,3191
266390,7283
242570,6108
3620,4530
3620,5481
726840,3902
702700,1096
743900,1861
743900,5079
298600,6014
94200,35
1000640,4918
749250,5173
278460,4959
357310,6160
626610,415
414080,1948
414080,3538
585180,4756
240360,6371
820610,3941
1014810,6071
1048100,5036
717640,2637
717640,2164
723890,1748
336940,864
1088400,5166
850980,2796
574260,3562
597150,3336
899390,165
896960,1860
559260,2026
733990,2458
80360,4394
433950,2086
269710,5193
448320,7114
432980,975
23530,1153
23530,5481
846050,1513
320140,1370
320140,3860
783210,4871
822190,784
528260,2498
528260,5481
844850,29
253030,6233
313020,540
274310,3718
580040,5577
476360,2359
1079310,7449
471010,6816
471010,292
225280,6993
530130,4645
530130,5481
722960,2315
839450,5914
839450,3596
457760,2999
249990,730
569630,6097
373770,3658
427490,4471
380670,641
599460,5227
310360,3982
58610,4721
504560,5128
504560,3666
598060,5039
282210,5554
568320,2874
446380,4374
568570,6225
344340,5558
896750,3831
381880,1376
647990,3012
834760,4039
834760,5481
335190,3017
366040,5948
243220,6781
746940,3177
409450,4509
344740,6836
505640,5895
585910,479
49300,1664
253150,149
260790,3179
260790,5481
248550,5651
363930,156
681330,6801
340360,6513
844930,2275
331690,7124
677910,7332
286260,128
208600,7362
481110,2418
481110,1737
250520,6368
907470,450
850450,1876
348550,2796
207320,306
793350,536
851670,6414
932850,3841
545980,364
545980,5481
428370,404
485900,1998
499440,4150
499440,754
461950,6916
606710,2080
606710,5303
485690,2800
485690,6536
366270,4487
366270,2380
363680,4334
410830,189
323580,4630
384490,3185
408250,4413
739190,2131
664000,3474
414510,6552
259870,4729
33680,3891
517330,6005
390720,6676
510490,5210
752910,719
752910,217
342610,4811
501790,7213
501790,389
312560,306
218060,2115
317320,2566
317320,389
717310,5632
235210,2891
235210,191
1046570,2063
408520,4304
266010,5463
758410,6878
345200,208
664750,802
458470,392
244810,6254
244810,3025
525240,6500
588040,4757
239090,2047
370840,7298
227100,4120
760050,6138
265610,6362
311720,4458
773460,20
522240,4804
43600,3428
489140,6237
339200,9
511350,3909
279800,392
612930,21
367580,4150
367580,754
575820,4698
575820,5313
575820,1538
219950,7301
588210,2088
402330,6922
497850,6017
270010,4448
241320,5043
620800,911
358130,5885
265470,2899
265470,4521
422810,6004
1058740,2390
228360,6129
228360,3971
1047930,3419
685690,1794
62100,6519
254440,3708
607820,6468
606370,2343
606370,6622
1070330,1166
388450,4471
387290,1173
742520,2238
298560,6163
298560,2485
961510,2302
503400,1455
71230,7301
353890,6878
353890,2071
778610,5436
303610,6040
232770,5673
403970,4952
337850,190
561600,1926
416360,2550
415590,6483
660920,7381
512250,6913
589690,5023
688130,4144
403830,1805
338170,2462
607400,7065
324310,3529
597230,6361
800620,1285
879520,218
284790,392
1059040,7206
363330,5065
551190,4359
551190,7339
237430,7295
396480,2118
341820,985
330100,1883
252410,2728
1041940,5331
1041940,5481
1050560,5116
314790,3559
421050,3559
842140,7458
230820,3559
922400,4524
327220,3559
342310,2036
342310,5243
435300,4117
355630,1058
250380,3277
1007630,296
1007630,2149
375840,4445
375840,6518
575340,6222
357300,1277
236930,4394
794550,3346
923470,5259
319910,4576
446910,4371
446910,2092
337350,7370
762030,2928
891370,7035
443880,2981
341710,1452
324520,2851
642560,1120
555220,1567
562220,2349
252670,5045
558790,5023
814300,4742
456430,3435
649640,6878
404530,7344
449540,1806
22230,5573
346340,4307
668630,5636
406860,4982
822810,5449
39800,2911
858760,2283
719800,5369
1069320,6277
736570,4880
453690,7190
396350,3436
573130,939
770100,5674
215470,4549
214570,5876
716750,4330
538100,6093
9940,2700
910450,2228
538070,3343
284180,1814
107200,7337
741820,6753
935270,4360
1047380,4819
220440,5150
543460,1914
